Year,SRA Name,SRA Num,Region Num,Region Name,T0913_TOTPOP,T0913_MALE,T0913_FEMALE,T0913_WHITE,T0913_BLACK,T0913_ASIAN,T0913_INDIA,T0913_BANG,T0913_CAMB,T0913_CHINA,T0913_FILIP,T0913_HMONG,T0913_INDON,T0913_JAPAN,T0913_KOREA,T0913_LAOT,T0913_MALAY,T0913_PAKIS,T0913_SRI,T0913_TAIWA,T0913_THAI,T0913_VIET,T0913_OASIAN,T0913_HISP,T0913_MEX,T0913_PUERT,T0913_CUBA,T0913_DOMIN,T0913_CAMER,T0913_COSTA,T0913_GUAT,T0913_HOND,T0913_NICA,T0913_PANA,T0913_SALVA,T0913_OCAMER,T0913_SAMER,T0913_ARGEN,T0913_BOLIV,T0913_CHILE,T0913_COLO,T0913_ECUA,T0913_PARA,T0913_PERU,T0913_URAG,T0913_VENEZ,T0913_OSAMER,T0913_OHISP,T0913_AGE5,T0913_LANE,T0913_LANS,T0913_LANSW,T0913_LANSN,T0913_LANA,T0913_LANAW,T0913_LANAN,T0913_LANO,T0913_LANOW,T0913_LANON,T0913_AGE4,T0913_AGE14,T0913_AGE24,T0913_AGE44,T0913_AGE64,T0913_AGE65,T0913_AGE25,T0913_NHS,T0913_SHS,T0913_HSD,T0913_SC,T0913_AD,T0913_BA,T0913_MA,T0913_INCOM,T0913_ASSIT,T0913_HOUSK,T0913_PROF,T0913_ARM,T0913_MARR,T0913_FHH,T0913_OWN,T0913_HOUSE,T0913_MOVE,T0913_CIV,T0913_POVP,T0913_POV,T0913_FORB,T0913_INSUR,T0913_NINSUR,T0913_DISAB,T0913_VDISAB,T0913_HDISAB,T0913_CDISAB,T0913_ADISAB,T0913_SDISAB,T0913_IDISAB,area
Year,SRA Name,SRA Num,Region Num,Region Name,T0913_TOTPOP,T0913_MALE,T0913_FEMALE,T0913_WHITE,T0913_BLACK,T0913_ASIAN,T0913_INDIA,T0913_BANG,T0913_CAMB,T0913_CHINA,T0913_FILIP,T0913_HMONG,T0913_INDON,T0913_JAPAN,T0913_KOREA,T0913_LAOT,T0913_MALAY,T0913_PAKIS,T0913_SRI,T0913_TAIWA,T0913_THAI,T0913_VIET,T0913_OASIAN,T0913_HISP,T0913_MEX,T0913_PUERT,T0913_CUBA,T0913_DOMIN,T0913_CAMER,T0913_COSTA,T0913_GUAT,T0913_HOND,T0913_NICA,T0913_PANA,T0913_SALVA,T0913_OCAMER,T0913_SAMER,T0913_ARGEN,T0913_BOLIV,T0913_CHILE,T0913_COLO,T0913_ECUA,T0913_PARA,T0913_PERU,T0913_URAG,T0913_VENEZ,T0913_OSAMER,T0913_OHISP,T0913_AGE5,T0913_LANE,T0913_LANS,T0913_LANSW,T0913_LANSN,T0913_LANA,T0913_LANAW,T0913_LANAN,T0913_LANO,T0913_LANOW,T0913_LANON,T0913_AGE4,T0913_AGE14,T0913_AGE24,T0913_AGE44,T0913_AGE64,T0913_AGE65,T0913_AGE25,T0913_NHS,T0913_SHS,T0913_HSD,T0913_SC,T0913_AD,T0913_BA,T0913_MA,T0913_INCOM,T0913_ASSIT,T0913_HOUSK,T0913_PROF,T0913_ARM,T0913_MARR,T0913_FHH,T0913_OWN,T0913_HOUSE,T0913_MOVE,T0913_CIV,T0913_POVP,T0913_POV,T0913_FORB,T0913_INSUR,T0913_NINSUR,T0913_DISAB,T0913_VDISAB,T0913_HDISAB,T0913_CDISAB,T0913_ADISAB,T0913_SDISAB,T0913_IDISAB,area
2013,Del Mar-Mira Mesa,13,,,163351,63083,64796,75481,4145,57973,6138,12,515,11653,20239,538,155,1276,3228,598,37,495,77,675,367,9659,2605,17925,13418,439,353,59,1235,191,238,46,274,181,305,0,1277,44,31,84,222,258,0,224,0,404,10,2288,153555,91288,9905,8700,1205,40303,33032,7271,1867,1675,192,9796,23722,19567,48412,46398,15456,108127.0345,110266,3381,3148,12566,19154,8098,35233,16687,781,40190,47624,1130,76909,5441,54340,36181,44141,6470,110199,5408,54369,148531,13611,10622,1515,3074,4098,4988,2747,4512,123.73
2013,North San Diego,14,,,109209,39585,44721,61334,3123,27286,5234,0,0,5293,8514,0,223,1242,2088,161,0,147,17,489,65,3351,755,11406,8212,531,253,21,598,90,220,28,146,32,82,0,680,111,0,65,305,0,0,8,0,191,0,2222,101395,68986,6069,5758,311,16125,14175,1950,1258,1157,101,7814,15161,12185,30360,29835,13854,91270.27778,74049,1492,1814,9069,14062,5396,25160,11694,421,27995,30636,875,53191,3650,39812,26336,32048,3996,73401,3771,27913,100962,6724,7152,762,2395,2485,3619,1739,2799,126.13
2013,Poway,15,,,88017,33286,35516,56869,1414,14651,2448,0,138,3603,4063,0,77,1080,734,0,16,185,0,170,64,1978,365,10603,8249,408,195,40,336,0,145,0,38,90,63,0,479,26,52,64,211,10,0,56,0,60,0,1792,82757,63001,5465,4602,863,8916,7787,1129,1262,1134,128,5260,12548,10961,21557,26182,11509,110395.9474,59248,1107,1656,8037,11428,5001,18732,9259,318,21964,24008,575,43577,2467,30206,23542,25851,2870,58975,2417,17012,81381,5779,6433,1287,2444,1919,3151,1060,2409,149.08
2013,Miramar,16,,,5656,3965,827,3283,615,214,0,0,9,43,44,6,0,10,13,0,0,0,0,0,0,45,49,1345,907,120,55,5,16,6,0,0,0,3,7,0,95,43,0,0,5,28,0,19,0,0,0,294,5242,4502,494,494,0,175,166,9,0,0,0,414,420,3371,1347,104,0,51875,1451,20,22,414,672,130,88,75,15,947,154,3812,1316,38,540,32,272,44,767,46,227,1559,17,31,8,0,19,0,0,4,64.03
2013,Elliott-Navajo,17,,,89061,34636,36633,58911,3840,7901,413,0,81,1263,2964,26,21,600,596,30,0,42,0,48,26,1330,736,13655,10189,623,164,159,371,32,39,0,0,119,181,0,692,85,23,169,126,0,30,221,0,38,0,2914,83572,68110,5858,5336,522,4772,3954,818,968,856,112,5489,11183,11180,24426,23293,13490,80361.84211,61209,1096,1790,8514,15775,5411,17708,7580,440,20029,21941,2565,38465,3469,34915,21264,28279,3518,61194,3396,11877,79211,7270,8031,1503,2408,2892,4146,1779,2948,130.74
2013,Sweetwater,20,,,139066,49390,55511,33035,6869,27982,906,0,160,1593,20985,0,14,1512,1508,266,0,0,24,296,85,631,693,65567,59730,1075,259,118,1132,80,323,101,133,175,320,0,1775,232,8,226,837,60,0,169,0,243,0,2956,129660,62975,46312,40761,5551,17498,15531,1967,527,510,17,9406,22193,21171,40546,33455,12295,87453.68421,86296,4081,5465,13705,21929,9298,21825,7912,782,39133,26100,3028,62867,5009,41139,30401,33135,6170,86092,4247,42148,117271,18515,8595,1636,2221,3278,4286,1994,3498,112.39
2013,Chula Vista,21,,,114873,42325,46802,20211,3513,6195,21,0,0,660,4527,110,49,478,107,54,7,0,54,21,8,147,224,82502,78128,991,269,74,1268,41,308,106,107,74,628,4,598,46,13,48,59,80,0,352,0,0,0,2348,106695,39513,61835,47385,14450,4163,3495,668,269,200,69,8178,16123,18196,30220,27204,14952,46115.53846,72376,10690,11555,18248,17253,5929,6981,2762,1789,29877,10212,476,42520,7627,37064,15959,29750,9255,71912,11110,36447,87957,25796,13414,2477,3928,5297,7834,3801,5828,45.34
2013,South Bay,22,,,140932,53748,53592,20625,6215,13002,103,0,122,1162,10779,0,12,406,274,84,0,0,0,74,62,309,180,97059,93264,838,174,129,1036,39,151,184,114,65,483,0,352,16,24,23,67,73,0,121,6,22,0,2532,130287,39439,79980,62331,17649,9382,8002,1380,663,522,141,10645,20672,24868,39635,31690,13422,51347.52,84747,14735,13312,20783,19222,6615,9215,2146,2120,38088,12791,1749,52870,8122,36900,17708,28937,8862,80576,11254,48266,102838,31646,14763,3627,3947,5414,7744,3581,5307,126.87
2013,Jamul,30,,,18768,8573,6486,9339,1105,1427,119,0,7,65,1066,0,0,35,15,10,0,0,0,0,4,112,0,6126,5639,167,51,0,116,0,72,20,2,15,7,0,63,0,0,0,29,17,0,11,0,6,0,180,17909,11380,4931,4165,766,884,833,51,502,444,58,859,2509,3027,4763,5624,1986,95852.33333,12373,809,1161,2892,3284,975,1849,987,54,4405,2807,85,7944,460,4684,3866,4261,726,10541,890,3346,14145,1814,1317,298,408,534,560,230,472,555.64
2013,Spring Valley,31,,,84350,31815,34187,39271,7856,4502,17,0,115,358,3077,26,48,336,265,7,0,0,0,60,21,143,113,28788,24941,1023,149,60,645,56,308,3,162,72,44,0,925,21,0,86,322,161,0,335,0,0,0,2090,78852,50028,19869,17072,2797,3363,2931,432,4153,3267,886,5498,11655,12709,21931,22378,10179,67196.33333,54488,3493,4748,12417,15430,4770,9270,3781,1258,21107,13310,968,32877,4517,27774,16919,22919,4984,54242,5123,16756,69871,13224,10035,1491,2720,4127,5268,1953,4538,51.45
2013,Lemon Grove,32,,,30060,11353,11934,8852,3936,2145,30,0,0,243,741,0,0,58,5,84,0,0,0,0,6,1004,71,13617,12842,241,31,60,78,0,36,0,0,6,36,0,109,0,0,0,72,37,0,0,0,0,0,512,28060,16546,9083,7374,1709,1908,1526,382,320,266,54,2000,4199,4678,7848,7866,3469,56168.28571,19183,1954,1885,5528,5389,2052,2040,509,337,7792,3392,190,10298,1706,9678,5564,8483,1812,19065,2549,5939,24222,5513,3516,625,919,1349,2063,754,1318,11.94
2013,La Mesa,33,,,59811,22809,26156,35236,4487,3293,255,0,271,522,1208,0,0,311,76,11,0,0,0,0,102,476,201,12885,10714,326,190,55,354,17,78,54,67,14,124,0,416,19,26,11,93,9,0,223,0,35,0,1660,55749,43753,6690,5852,838,2060,1716,344,1096,925,171,4062,6196,8203,17241,15227,8882,57643.69231,41350,1619,1936,7788,11715,3789,9624,3764,503,11941,12222,667,22418,3078,24481,11461,18330,3199,40755,3746,8209,50032,8497,6943,1021,2006,2390,4161,1674,3027,26.82
2013,El Cajon,34,,,126523,47334,50638,70588,6811,4572,97,0,116,454,1820,0,0,198,144,531,38,363,0,39,0,645,308,36701,32022,879,126,101,1222,105,544,45,26,256,246,0,722,96,0,40,160,279,0,136,0,8,3,3258,116985,72181,23781,18882,4899,3568,2734,834,14327,8746,5581,9538,17384,20268,33556,30582,15195,54966.15385,79333,7286,9402,22381,20248,5868,10605,3558,3384,32647,14479,846,46756,6673,41224,18356,32109,8077,78082,14747,33197,100510,23889,15671,2911,3526,6771,8282,3703,6354,65.78
